timestamp,open,high,low,close,volume
10-08-2022,119.59,121.78,119.36,120.65,20497021
09-08-2022,117.99,118.2,116.56,117.5,15424257
08-08-2022,119.12,120.86,117.83,118.14,17061112
05-08-2022,116.93,118.86,116.71,118.22,15615663
04-08-2022,118.3,119.5,117.71,118.87,15757698
03-08-2022,116.34,119.42,116.15,118.78,25302816
02-08-2022,114.43,117.08,114.26,115.9,17911039
01-08-2022,115.53,117.12,114.69,115.48,22856202
29-07-2022,113.4,116.9,113.23,116.64,31336183
28-07-2022,112.8,114.7,111.851,114.59,23303844
27-07-2022,109.6,114.4,108.42,113.6,41474618
26-07-2022,107.43,107.74,104.76,105.44,36626630
25-07-2022,108.88,110.58,107.01,108.21,28289942
22-07-2022,111.81,113.18,107.6,108.36,44455304
21-07-2022,115.09,115.21,111.91,115.04,27267848
20-07-2022,114.06,116.33,113.26,114.7,26780088
19-07-2022,111.73,114.81,110.5,114.62,30992331
18-07-2022,113.44,114.8,109.3,109.91,33247345
15-07-2022,2259.26,2280.01,2236.45,2255.34,1716538
14-07-2022,2216.52,2239.75,2186.51,2228.8,1618277
13-07-2022,2252.78,2303.1399,2236.46,2243.74,1947943
12-07-2022,2336.77,2356.9899,2292.3001,2296.99,1248508
11-07-2022,2373,2375.89,2324.69,2330.45,1341523
08-07-2022,2351,2408.7,2350.28,2403.37,1454110
07-07-2022,2320.16,2397.2399,2310.68,2386.12,1609197
06-07-2022,2281.84,2327.04,2245.01,2304.27,1442634
05-07-2022,2150.29,2281.0516,2124.9901,2277.74,1821469
01-07-2022,2166.74,2196.1273,2142.1,2181.62,1551394
30-06-2022,2209.99,2226.596,2146.2,2187.45,1902302
29-06-2022,2242.97,2273.29,2231.0801,2245.13,931393
28-06-2022,2327.02,2357.13,2248.88,2251.43,1415811
27-06-2022,2378.7,2385,2320.015,2332.45,1641965
24-06-2022,2272.06,2372.75,2272.06,2370.76,1956138
23-06-2022,2259,2263.93,2220.58,2253.69,1235486
22-06-2022,2223.26,2275.39,2214.4857,2240.68,1196086
21-06-2022,2194.04,2253.46,2185.87,2240.3,1950514
17-06-2022,2130.7,2184.99,2112.5706,2157.31,2175833
16-06-2022,2162.99,2185.81,2115.8501,2132.72,1765662
15-06-2022,2177.99,2241.26,2162.375,2207.81,1659601
14-06-2022,2137.8,2169.15,2127.04,2143.88,1274047
13-06-2022,2148.92,2184.37,2131.7611,2137.53,1837810
10-06-2022,2255.625,2269.94,2217.22,2228.55,1567487
09-06-2022,2326.83,2367,2297.34,2298.36,1157080
08-06-2022,2337.53,2372.92,2333.935,2344.76,1127213
07-06-2022,2312.96,2354.9725,2302.5101,2344.59,1320677
06-06-2022,2334.85,2387.9696,2330.5658,2340.21,1189336
03-06-2022,2319.85,2327.29,2273.36,2291.28,1247604
02-06-2022,2283.76,2357.96,2266.16,2354.92,1374770
01-06-2022,2298.63,2347.98,2271.01,2282.74,1431464
31-05-2022,2261.58,2328.67,2251.45,2280.78,2565096
27-05-2022,2195.77,2257.36,2191,2255.98,1496221
26-05-2022,2121.01,2179.105,2109.76,2165.92,1514374
25-05-2022,2102.84,2130.8938,2084.225,2116.79,1894967
24-05-2022,2127.55,2127.9,2044.16,2118.52,3019319
23-05-2022,2202.08,2240.11,2183.085,2233.33,1577911
20-05-2022,2241.71,2251,2127.46,2186.26,1879301
19-05-2022,2236.82,2271.75,2209.36,2214.91,1459587
18-05-2022,2304.75,2313.9134,2242.84,2248.02,1399138
17-05-2022,2344.55,2344.55,2306.75,2334.03,1078804
16-05-2022,2307.68,2332.15,2286.7,2295.85,1164119
13-05-2022,2296.91,2361.7,2280,2330.31,1486878
12-05-2022,2238.76,2297.13,2202.27,2263.22,2073244
11-05-2022,2274.21,2333.42,2273,2279.22,1825082
10-05-2022,2320.81,2333.82,2267.6657,2291.69,1557889
09-05-2022,2266.07,2311.2581,2251.03,2261.68,1726048
06-05-2022,2310.38,2349.97,2282.86,2313.2,1765474
05-05-2022,2404.41,2424.665,2303.65,2334.93,2154452
04-05-2022,2360.07,2462.86,2314.77,2451.5,1656826
03-05-2022,2335.3,2386,2332.54,2362.59,1060787
02-05-2022,2278.13,2346.79,2267.99,2343.14,1513982
29-04-2022,2351.56,2379.2,2293.88,2299.33,1684655
28-04-2022,2342.3,2408.77,2302.8778,2388.23,1839547
27-04-2022,2287.46,2350,2262.485,2300.41,3111906
26-04-2022,2455,2455,2383.237,2390.12,2284104
25-04-2022,2388.59,2465.56,2375.385,2465,1726090
22-04-2022,2500,2509.04,2382.81,2392.28,2320515
21-04-2022,2587,2606.15,2493,2498.75,1507877
20-04-2022,2625.68,2638.47,2557.8811,2564.91,1126974
19-04-2022,2561.54,2618.075,2549.03,2610.62,1135965
18-04-2022,2548.2,2574.24,2531.5693,2559.22,745860
14-04-2022,2612.99,2614.205,2542.23,2545.06,1174168
13-04-2022,2572.53,2613.115,2568.7719,2605.72,977148
12-04-2022,2648.47,2648.47,2551.52,2567.49,1150161
11-04-2022,2658,2658.7836,2592.35,2595.93,1209367
08-04-2022,2725,2725,2675.0501,2680.21,821724
07-04-2022,2732.36,2754.03,2697.145,2729.3,972427
06-04-2022,2783.23,2796.97,2728.3622,2743.52,1178730
05-04-2022,2867.99,2871.8,2818.87,2821.26,926553
04-04-2022,2816.49,2880.875,2816.49,2872.85,954245
01-04-2022,2800.2,2819,2775.94,2814,1174001
31-03-2022,2848.97,2852.89,2792.38,2792.99,1475816
30-03-2022,2857.4,2869.61,2843.36,2852.89,1052319
29-03-2022,2863.21,2883.25,2849.68,2865,1433921
28-03-2022,2813.69,2839.53,2796.5627,2839,1188654
25-03-2022,2835.08,2839.19,2793.99,2830.43,946137
24-03-2022,2785.45,2827.93,2760.7876,2826.24,1027236
23-03-2022,2782.77,2800.5,2763.33,2770.07,1265116
22-03-2022,2730,2830,2730,2805.55,1485315
21-03-2022,2736.95,2751.65,2692.23,2729.57,1311843
18-03-2022,2677.68,2738.27,2658.64,2736.03,2274522
17-03-2022,2666.42,2694.7899,2654.38,2692.01,1199719
16-03-2022,2620,2675.42,2584.02,2673.81,1602910
15-03-2022,2554.83,2610.345,2531.36,2593.21,1514630
14-03-2022,2611.46,2620.52,2528.26,2534.82,1512693
11-03-2022,2679.99,2684,2605.93,2609.51,1329990
10-03-2022,2629.25,2670.77,2628.02,2653.64,1213260
09-03-2022,2628,2683.97,2601.76,2677.32,1612872
08-03-2022,2525.01,2624.93,2517.215,2545.57,1762478
07-03-2022,2638.08,2638.08,2528.2,2529.29,1958895
04-03-2022,2667.65,2683.98,2608.17,2642.44,1223612
03-03-2022,2719.57,2734.2759,2668.62,2686.16,988965
02-03-2022,2692.165,2712.31,2668.65,2695.03,1198337
01-03-2022,2689.6,2722.22,2667.57,2683.36,1231996
28-02-2022,2665.69,2712.81,2656.505,2697.82,1483784
25-02-2022,2670.51,2707.78,2635.3,2690.39,1311793
24-02-2022,2500,2660.74,2495.29,2653.47,2158254
23-02-2022,2621.57,2634.98,2550.07,2551.7,1321564
22-02-2022,2599.7,2638.015,2554.82,2588.05,1922576
18-02-2022,2660.75,2676.48,2606.1405,2609.35,1592930
17-02-2022,2723,2736.79,2644.04,2646.17,1548406
16-02-2022,2728.61,2758.92,2696.4728,2749.75,1280483
15-02-2022,2749.43,2758,2710.7901,2728.51,1328878
14-02-2022,2667.31,2723.3299,2666.04,2706,1339640
11-02-2022,2775,2785.665,2665.77,2682.6,1940440
10-02-2022,2790,2828.62,2761,2772.05,1650885
09-02-2022,2816.995,2843.51,2807.54,2829.06,1431358
08-02-2022,2779.825,2796.7424,2737.46,2784.26,1712752
07-02-2022,2874.18,2876.9299,2773.98,2778.76,2230537
04-02-2022,2860.34,2890.705,2796.35,2860.32,2461220
03-02-2022,2905.9,2982.3544,2844.1,2853.01,2846507
02-02-2022,3037.27,3042,2911.1501,2960.73,4487538
01-02-2022,2756.7,2764,2691.3645,2757.57,2560160
31-01-2022,2683.96,2716.87,2645.48,2713.97,1702778
28-01-2022,2600,2667.41,2573.89,2665.79,1525878
27-01-2022,2627.22,2652.1988,2578.9,2582.42,1514251
26-01-2022,2611.85,2656.15,2543.07,2584.8,1981544
25-01-2022,2568.71,2586.77,2527.56,2534.71,1800430
24-01-2022,2520.55,2615.57,2492.839,2607.44,2764602
21-01-2022,2660.24,2695.21,2600.02,2601.84,2095961
20-01-2022,2730.28,2758.24,2662.89,2670.13,1096528
19-01-2022,2738.77,2767.99,2710,2713.04,1002757
18-01-2022,2732,2747.8299,2712.34,2725.81,1347275
14-01-2022,2750,2824.01,2750,2795.73,1191296
13-01-2022,2836.81,2863.71,2778.28,2782.62,1328254
12-01-2022,2831.09,2856.2849,2822.24,2832.96,1182079
11-01-2022,2763.61,2806.59,2736.27,2800.35,1148153
10-01-2022,2701.98,2772.8,2662.81,2771.48,1704784
07-01-2022,2758.1,2765.0949,2715.78,2740.09,970412
06-01-2022,2749.95,2793.72,2735.27,2751.02,1452452
05-01-2022,2883.62,2885.96,2750.47,2753.07,2482076
04-01-2022,2911.01,2932.2,2876.3225,2888.33,1146389
03-01-2022,2889.51,2911,2870.05,2901.49,1261225
31-12-2021,2910.88,2927.3,2893.55,2893.59,847077
30-12-2021,2929,2941.25,2915.17,2920.05,648851
29-12-2021,2928.59,2943.675,2910.09,2930.09,851236
28-12-2021,2967.49,2967.49,2918.71,2928.96,931792
27-12-2021,2949.27,2968.53,2945,2961.28,662966
23-12-2021,2941.79,2971.4519,2939.0168,2942.85,690934
22-12-2021,2882,2946.06,2879.26,2938.98,922024
21-12-2021,2863,2893.8413,2834.7,2884.41,977597
20-12-2021,2813.5919,2852.21,2805,2848.03,1013176
17-12-2021,2854.29,2889.2019,2835.76,2856.06,2170235
16-12-2021,2961.54,2971.03,2881.85,2896.77,1369987
15-12-2021,2887.32,2950.345,2854.11,2947.37,1364048
14-12-2021,2895.4,2908.84,2844.85,2899.41,1238940
13-12-2021,2968.88,2971.25,2927.2,2934.09,1205196
10-12-2021,2982,2988,2947.15,2973.5,1081923
09-12-2021,2963.52,2992.1,2950.58,2962.12,929030
08-12-2021,2966.63,2983.13,2944,2974.41,948197
07-12-2021,2919,2966,2914.05,2960.73,1162914
06-12-2021,2871.48,2887.03,2812.94,2875.93,1109885
03-12-2021,2889.91,2904.2599,2823,2850.41,1334374
02-12-2021,2836.48,2893.5,2819.64,2875.53,1062535
01-12-2021,2884.25,2929.9825,2830,2832.36,1427289
30-11-2021,2909.005,2932.57,2841.32,2849.04,2079526
29-11-2021,2885.97,2937.24,2885.97,2922.28,1313806
26-11-2021,2900.31,2905.9404,2849.71,2856.12,849606
24-11-2021,2927,2940,2903.98,2934.35,823203
23-11-2021,2942.26,2953.88,2897.79,2935.14,906657
22-11-2021,3002.8352,3014.89,2940.11,2941.57,1231385
19-11-2021,3020,3037,2997.75,2999.05,989148
18-11-2021,2982.92,3032.2,2979.97,3014.18,1334120
17-11-2021,2984.58,2992.52,2971.26,2981.24,764541
16-11-2021,2983.41,2996.65,2967,2981.52,862743
15-11-2021,3000,3009.54,2973.05,2987.76,812367
12-11-2021,2956.63,2997.19,2929.08,2992.91,849970
11-11-2021,2942.14,2970.045,2933.89,2934.96,623155
10-11-2021,2960.195,2973.9999,2906.5,2932.52,1135416
09-11-2021,2994.92,3007.57,2950.14,2984.97,842214
08-11-2021,3000,3020.6899,2982.4,2987.03,919407
05-11-2021,2987.07,3011.4145,2973.04,2984.82,1020407
04-11-2021,2944,2999,2932.7,2973.66,1235040
03-11-2021,2925.5,2938.21,2901.07,2935.8,894330
02-11-2021,2896.1877,2938.41,2892.82,2917.26,1054648
01-11-2021,2963.3,2967.99,2871.59,2875.48,1578447
29-10-2021,2910.4,2972.26,2903.33,2965.41,1447725
28-10-2021,2945.98,2948.49,2895.27,2922.58,1620903
27-10-2021,2798.05,2982.36,2798.05,2928.55,2592546
26-10-2021,2812.12,2816.79,2780.11,2793.44,1412937
25-10-2021,2776.21,2784.116,2734.97,2775.46,1054085
22-10-2021,2807.02,2831.17,2743.41,2772.5,1509132
21-10-2021,2843.84,2856.99,2832.74,2855.61,742496
20-10-2021,2884.45,2884.955,2838.24,2848.3,896975
19-10-2021,2865.83,2882.14,2861.92,2876.44,765792
18-10-2021,2824.27,2859.975,2824.27,2859.21,828360
15-10-2021,2844,2844,2821.29,2833.5,1062668
14-10-2021,2799.04,2833.03,2786.78,2828.24,1071878
13-10-2021,2755,2771,2739.53,2758,819664
12-10-2021,2792.75,2793.9,2725,2734.26,1126751
11-10-2021,2796,2815.2725,2776.13,2776.95,829238
08-10-2021,2798.12,2806.34,2788.5868,2801.12,946421
07-10-2021,2777.26,2803.0891,2771.26,2783.71,912523
06-10-2021,2692.51,2757.04,2689.73,2747.08,988216
05-10-2021,2680,2747.24,2680,2723.54,1206337
04-10-2021,2713.99,2714,2623.33,2675.3,1576495
01-10-2021,2671.09,2741.42,2667.55,2729.25,1419365
30-09-2021,2686.5,2711.8,2660,2665.31,1768199
29-09-2021,2742.1938,2747.97,2685,2690.42,1316861
28-09-2021,2781.77,2792.13,2714,2723.68,2109483
27-09-2021,2831.71,2850,2810,2830.02,942204
24-09-2021,2818.92,2858.07,2817.01,2852.66,747467
23-09-2021,2832.19,2845.0493,2821.93,2836.53,863805
22-09-2021,2801.01,2831.67,2789.435,2818.77,1103390
21-09-2021,2802.34,2816.2323,2778.11,2792.93,906469
20-09-2021,2780.0035,2787.25,2741.06,2780.34,1745886
17-09-2021,2875.97,2884.99,2821.23,2829.27,3001991
16-09-2021,2902.42,2904,2868.3272,2887.47,1014942
15-09-2021,2875.18,2911.63,2845.12,2904.12,1032671
14-09-2021,2883.22,2894.55,2858.11,2868.12,945957
13-09-2021,2864.02,2883.82,2845.65,2869.3,1008781
10-09-2021,2908.87,2920.38,2834.83,2838.42,1644831
09-09-2021,2897.67,2913.39,2888.68,2898.27,739928
08-09-2021,2907.87,2911.02,2884,2897.67,774583
07-09-2021,2894.99,2916.48,2890.82,2910.38,758630
03-09-2021,2882.92,2907.54,2870.1,2895.5,955524
02-09-2021,2918.99,2926.5,2882.13,2884.38,1092790
01-09-2021,2913,2936.4099,2912.29,2916.84,791234
31-08-2021,2917.69,2922.24,2900,2909.24,1337821
30-08-2021,2894.09,2929.7899,2892,2909.39,845795
27-08-2021,2842.25,2900.22,2840.4,2891.01,1228412
26-08-2021,2852.37,2862.696,2841.83,2842.46,746100
25-08-2021,2857.66,2866.26,2848.79,2859,642153
24-08-2021,2830.87,2860.15,2827.07,2847.97,756313
23-08-2021,2779.97,2843.5399,2774.9586,2821.99,1054484
20-08-2021,2741.66,2772.29,2729.34,2768.74,778337
19-08-2021,2709.35,2749.04,2707.12,2738.27,914796
18-08-2021,2742.31,2765.88,2728.42,2731.4,746723
17-08-2021,2763.82,2774.37,2735.75,2746.01,1063701
16-08-2021,2760,2779.81,2723.315,2778.32,902542
13-08-2021,2767.15,2773.48,2760.1,2768.12,626348
12-08-2021,2754.26,2768.36,2735.58,2767.79,732470
11-08-2021,2765.66,2776.955,2747,2753.79,760483
10-08-2021,2761.59,2771.03,2744.53,2761.93,801954
09-08-2021,2738.98,2766.43,2728.575,2760.04,618978
06-08-2021,2725.9,2741.6009,2720.93,2740.72,678251
05-08-2021,2720.57,2739,2712,2738.8,593589
04-08-2021,2724.99,2730.76,2708.3,2720.57,826357
03-08-2021,2720,2726.71,2683.67,2725.6,953200
02-08-2021,2709.69,2720.41,2693.39,2719.79,1007002
30-07-2021,2710.22,2715.4273,2696.284,2704.42,1197725
29-07-2021,2727.612,2743.03,2722.76,2730.81,948565
28-07-2021,2771.24,2793.52,2727,2727.63,2734417
27-07-2021,2800.22,2800.22,2702,2735.93,2108153
26-07-2021,2765,2794.26,2753.0201,2792.89,1152623
23-07-2021,2705.2,2776.17,2694.01,2756.32,1318887
22-07-2021,2653,2670.09,2648,2666.57,680407
21-07-2021,2615.74,2652.345,2612.03,2652.01,737082
20-07-2021,2600.08,2640.0271,2583.7675,2622.03,954156
19-07-2021,2623.11,2624.94,2570.74,2585.08,1285466
16-07-2021,2632.82,2643.66,2616.43,2636.91,743059
15-07-2021,2650,2651.9,2611.96,2625.33,829316
14-07-2021,2638.03,2659.9199,2637.96,2641.65,895927
13-07-2021,2617.63,2640.8399,2612.74,2619.89,830898
12-07-2021,2596.67,2615.4,2592,2611.28,847546
09-07-2021,2578.89,2596.99,2578.87,2591.49,755466
08-07-2021,2565,2600.65,2560.8,2583.54,988975
07-07-2021,2606.82,2612.7983,2595.2,2601.55,834186
06-07-2021,2588.99,2597.69,2568.18,2595.42,1067517
02-07-2021,2536.79,2576.96,2535.38,2574.38,1058256
01-07-2021,2496.995,2529.25,2496.995,2527.37,856230
30-06-2021,2513.0713,2516,2495.15,2506.32,1200478
29-06-2021,2535.45,2540,2508.74,2520.37,1047478
28-06-2021,2540,2546.74,2519.4756,2536.39,1405543
25-06-2021,2539.14,2550.1,2528.88,2539.9,1674297
24-06-2021,2541.07,2550.71,2539.2,2545.64,946662
23-06-2021,2531,2555.92,2525.04,2529.23,984658
22-06-2021,2529,2545.4,2520.53,2539.99,1049310
21-06-2021,2514.8,2540.7349,2502.685,2529.1,1312826
18-06-2021,2514.11,2527.78,2492.06,2511.35,2665310
17-06-2021,2510.46,2543.93,2510.3,2527.42,1287791
16-06-2021,2524.95,2530.47,2482.9994,2513.93,1307168
15-06-2021,2530.44,2537.24,2512.97,2520.66,1109130
14-06-2021,2513.39,2528.23,2500.94,2527.04,1127522
11-06-2021,2524.92,2526.99,2498.29,2513.93,1262309
10-06-2021,2494.01,2523.26,2494,2521.6,1561733
09-06-2021,2499.5,2505,2487.33,2491.4,1006337
08-06-2021,2479.9,2494.495,2468.24,2482.85,1253253
07-06-2021,2451.32,2468,2441.0725,2466.09,1192453
04-06-2021,2422.52,2453.859,2417.77,2451.76,1297434
03-06-2021,2395.02,2409.745,2382.83,2404.61,917291
02-06-2021,2435.31,2442,2404.2,2421.28,858105
01-06-2021,2422,2437.9709,2404.88,2429.81,958289
28-05-2021,2421.96,2428.14,2407.69,2411.56,1205382
27-05-2021,2436.94,2440,2402,2402.51,1948113
26-05-2021,2412.835,2442.944,2412.515,2433.53,1092819
25-05-2021,2420,2432.89,2402.99,2409.07,941928
24-05-2021,2367,2418.48,2360.11,2406.67,1062189
21-05-2021,2365.99,2368.9999,2342.37,2345.1,1141632
20-05-2021,2328.04,2360.34,2321.09,2356.09,1191593
19-05-2021,2264.4,2316.76,2263.52,2308.71,967544
18-05-2021,2336.9056,2343.15,2303.16,2303.43,865119
17-05-2021,2309.32,2323.34,2295,2321.41,992416
14-05-2021,2291.83,2321.14,2283.32,2316.16,1331248
13-05-2021,2261.09,2276.6012,2242.72,2261.97,1333508
12-05-2021,2261.71,2285.37,2230.05,2239.08,1746664
11-05-2021,2291.86,2322,2283,2308.76,1605548
10-05-2021,2374.89,2378,2334.73,2341.66,1300271
07-05-2021,2400,2416.41,2390,2398.69,1163892
06-05-2021,2350.64,2382.71,2342.3382,2381.35,1030859
05-05-2021,2368.42,2382.2,2351.41,2356.74,1090275
04-05-2021,2369.74,2379.26,2311.7,2354.25,1756015
03-05-2021,2402.72,2419.7,2384.5,2395.17,1689389
30-04-2021,2404.49,2427.14,2402.16,2410.12,1957130
29-04-2021,2410.33,2436.52,2402.28,2429.89,1977677
28-04-2021,2407.145,2452.378,2374.85,2379.91,2986439
27-04-2021,2336,2337.45,2304.27,2307.12,1598583
26-04-2021,2319.93,2341.26,2313.84,2326.74,1041650
23-04-2021,2283.47,2325.82,2278.21,2315.3,1435162
22-04-2021,2293.23,2303.7621,2256.45,2267.92,1054808
21-04-2021,2285.25,2295.32,2258.57,2293.29,1196731
20-04-2021,2307.89,2309.6,2271.71,2293.63,1088749
19-04-2021,2291.98,2318.45,2287.845,2302.4,1234445
16-04-2021,2303,2306.44,2284.45,2297.76,1130090
15-04-2021,2276.98,2306.5965,2266,2296.66,1373612
14-04-2021,2275.16,2277.99,2249.19,2254.84,1010967
13-04-2021,2261.47,2277.21,2256.09,2267.27,1165804
12-04-2021,2266.25,2275.32,2238.465,2254.79,1565851
09-04-2021,2256.7,2289.04,2253.7139,2285.88,1044365
08-04-2021,2277.96,2284.005,2257.68,2265.44,1358259
07-04-2021,2226.13,2255,2225.3303,2249.68,1289861
06-04-2021,2222.5,2237.66,2214.8,2224.75,1353036
05-04-2021,2152.94,2237.31,2151.62,2225.55,2164875
01-04-2021,2097.95,2142.94,2096.89,2137.75,1698978
31-03-2021,2059.12,2093.3273,2056.745,2068.63,1459930
30-03-2021,2057.63,2070.78,2044.03,2055.54,1036774
29-03-2021,2027.88,2058.43,2015.62,2055.95,1229777
26-03-2021,2038.86,2050.99,2014.0201,2035.55,1493800
25-03-2021,2044.81,2058.87,2010.73,2044.36,1418907
24-03-2021,2065.37,2078.21,2041.555,2045.06,1154029
23-03-2021,2051.7,2072.3025,2039.22,2052.96,1366997
22-03-2021,2041.84,2057.99,2026.07,2038.59,1954816
19-03-2021,2042.05,2053.1,2017.68,2043.2,2314893
18-03-2021,2061,2075.5,2033.55,2036.22,1362430
17-03-2021,2076.03,2109.78,2054,2091.08,1299016
16-03-2021,2078.99,2123.56,2070,2092.52,1491564
15-03-2021,2062.3,2067.06,2043.51,2066.49,1298325
12-03-2021,2085,2090.26,2047.55,2061.92,1725794
11-03-2021,2074.06,2125.7,2072.38,2114.77,1239080
10-03-2021,2071.76,2075,2033.37,2055.03,1268592
09-03-2021,2070,2078.04,2047.83,2052.7,1697306
08-03-2021,2101.13,2128.81,2021.61,2024.17,1647429
05-03-2021,2073.12,2118.11,2046.415,2108.54,2195218
04-03-2021,2023.37,2089.24,2020.27,2049.09,2118006
03-03-2021,2067.21,2088.518,2010,2026.71,1484181
02-03-2021,2076.19,2104.37,2071.26,2075.84,1134595
01-03-2021,2056.52,2086.52,2046.1,2081.51,1405115
26-02-2021,2050.52,2071.0099,2016.06,2036.86,2076974
25-02-2021,2067.45,2094.88,2021.29,2031.36,1761201
24-02-2021,2041.83,2100.78,2038.13,2095.17,1248349
23-02-2021,2025.01,2082.01,2002.02,2070.86,1667377
22-02-2021,2067,2091.42,2062.14,2064.88,1349856
19-02-2021,2119.27,2130.53,2097.41,2101.14,1457612
18-02-2021,2110.39,2132.735,2103.71,2117.2,1121855
17-02-2021,2100,2133.66,2098.92,2128.31,1020252
16-02-2021,2104.36,2152.68,2104.36,2121.9,1133838
12-02-2021,2090.25,2108.82,2083.13,2104.11,855865
11-02-2021,2099.51,2102.03,2077.32,2095.89,945650
10-02-2021,2094.21,2108.37,2063.09,2095.38,1132741
09-02-2021,2078.54,2105.13,2078.54,2083.51,886247
08-02-2021,2105.91,2123.5469,2072,2092.91,1242411
05-02-2021,2070,2102.51,2059.33,2098,1535135
04-02-2021,2068.89,2078.55,2042.59,2062.37,1852329
03-02-2021,2073,2116.5,2018.38,2070.07,4118170
02-02-2021,1922.56,1955.76,1914.49,1927.51,2103864
01-02-2021,1853.57,1922.3918,1850.93,1901.35,1602182
29-01-2021,1846.17,1857.28,1810.2,1835.74,1612552
28-01-2021,1843.94,1898.83,1842.64,1863.11,1773138
27-01-2021,1882.53,1890,1809,1830.79,2748292
26-01-2021,1888.84,1925,1884.245,1917.24,1313139
25-01-2021,1920.67,1929.58,1867.53,1899.4,1927320
22-01-2021,1895.68,1910.95,1881.76,1901.05,1272232
21-01-2021,1898,1934.86,1887.11,1891.25,2063932
20-01-2021,1831.46,1903.71,1825.53,1886.9,2490258
19-01-2021,1752.25,1809.275,1741.46,1790.86,1734614
15-01-2021,1738.19,1756,1721.55,1736.19,1342170
14-01-2021,1753.62,1775.01,1733.4,1740.18,1179477
13-01-2021,1738.58,1765.035,1738.01,1754.4,1094131
